Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Lost Planet: Extreme Condition,X360,2006,Shooter,Capcom,1.09,0.04,0.1,0.1,1.34,79,76,7.1,187,T
Lowrider,PS2,2002,Misc,Pacific Century Cyber Works,0.11,0.09,0.03,0.03,0.26,46,14,8.4,11,T
Luigis Mansion,GC,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,78,34,8.6,162,E
Luigis Mansion: Dark Moon,3DS,2013,Action,Nintendo,1.82,1.39,1.12,0.29,4.62,86,74,8.4,461,E
Lumines: Electronic Symphony,PSV,2012,Misc,Ubisoft,0.09,0.09,0.01,0.04,0.23,83,65,7.8,86,E
Lunar Knights,DS,2006,Role-Playing,Konami Digital Entertainment,0.17,0.01,0.04,0.01,0.23,82,39,7.8,25,E10+
Lunar: Silver Star Story Complete,PS,1998,Role-Playing,Kadokawa Shoten,0.27,0.18,0.06,0.04,0.55,78,15,9.1,36,T
Madden NFL 06,PS2,2005,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,88,29,8,121,E
Madden NFL 07,PS2,2006,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,84,29,8.2,39,E
Madden NFL 2002,PS2,2001,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08,94,23,7.9,46,E
Madden NFL 2003,PS2,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,95,25,7.7,65,E
Madden NFL 2004,PS2,2003,Sports,Electronic Arts,4.26,0.26,0.01,0.71,5.23,94,29,8.5,140,E
Madden NFL 2005,PS2,2004,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,91,30,7.9,78,E
MadWorld,Wii,2009,Action,Sega,0.45,0.24,0.02,0.07,0.78,81,74,8.6,178,M
Mafia III,PS4,2016,Action,Take-Two Interactive,0.48,1.24,0.03,0.32,2.07,68,66,5.1,1194,M
Magna Carta 2,X360,2009,Role-Playing,Banpresto,0.13,0.07,0.07,0.02,0.3,69,49,7,57,T
Magnetica,DS,2006,Puzzle,Nintendo,0.08,0.01,0.03,0.01,0.14,68,33,8.1,11,E
Majin and the Forsaken Kingdom,PS3,2010,Adventure,Namco Bandai Games,0.09,0.13,0.01,0.05,0.29,72,49,7.9,35,T
Mana Khemia 2: Fall of Alchemy,PS2,2008,Role-Playing,Gust,0.07,0.05,0.05,0.02,0.2,70,12,8.2,17,T
Mario Golf: Toadstool Tour,GC,2003,Sports,Nintendo,1.09,0.15,0.25,0.04,1.53,81,49,8,56,E
Mario Golf: World Tour,3DS,2014,Sports,Nintendo,0.15,0.13,0.17,0.03,0.48,78,73,8.2,76,E
Mario Hoops 3 on 3,DS,2006,Sports,Nintendo,0.98,0.04,0.49,0.09,1.6,69,40,8,37,E
Mario Kart 7,3DS,2011,Racing,Nintendo,5.2,4.19,2.7,0.94,13.04,85,73,8.2,633,E
Mario Kart 8,WiiU,2014,Racing,Nintendo,3.17,2.25,1.29,0.52,7.23,88,82,9.1,1607,E
Mario Kart DS,DS,2005,Racing,Nintendo,9.71,7.48,4.13,1.9,23.22,91,64,8.6,465,E
Mario Kart Wii,Wii,2008,Racing,Nintendo,15.68,12.8,3.79,3.29,35.57,82,73,8.3,712,E
Mario Kart: Super Circuit,GBA,2001,Racing,Nintendo,2.62,1.64,0.99,0.23,5.47,93,24,8.3,108,E
Mario Party 10,WiiU,2015,Misc,Nintendo,0.75,0.55,0.24,0.12,1.67,66,66,6.5,280,E
Mario Party 4,GC,2002,Misc,Nintendo,1.13,0.36,0.92,0.07,2.47,70,26,7.5,76,E
Mario Party 5,GC,2003,Misc,Nintendo,0.97,0.33,0.73,0.06,2.08,69,33,8.2,59,E
Mario Party 6,GC,2004,Misc,Nintendo,0.9,0.11,0.6,0.05,1.65,71,33,7.9,53,E
Mario Party 7,GC,2005,Misc,Nintendo,0.95,0.11,0.46,0.04,1.57,64,25,7.9,55,E
Mario Party 8,Wii,2007,Misc,Nintendo,3.74,2.25,1.58,0.71,8.28,62,41,6.3,191,E
Mario Party 9,Wii,2012,Misc,Nintendo,1.06,1.1,0.76,0.22,3.14,73,45,6.8,159,E
Mario Party Advance,GBA,2005,Misc,Nintendo,0.5,0.19,0.28,0.02,0.98,54,27,5.4,34,E
Mario Party DS,DS,2007,Misc,Nintendo,4.4,1.85,1.98,0.68,8.91,72,27,7.8,85,E
Mario Party: Island Tour,3DS,2013,Misc,Nintendo,0.64,0.73,0.55,0.12,2.05,57,47,6.2,118,E
Mario Party: Star Rush,3DS,2016,Misc,Nintendo,0.17,0.25,0.11,0.04,0.57,68,38,6.6,18,E
Mario Power Tennis,GC,2004,Sports,Nintendo,0.58,0.16,0.46,0.03,1.22,80,43,8.5,48,E
Mario Sports Mix,Wii,2010,Sports,Nintendo,0.88,0.44,0.63,0.12,2.08,64,54,7.1,34,E
Mario Strikers Charged,Wii,2007,Sports,Nintendo,1.05,1.05,0.24,0.24,2.58,79,47,8,124,E10+
Mario Superstar Baseball,GC,2005,Sports,Nintendo,0.93,0.24,0.25,0.04,1.46,76,38,8.6,41,E
Mario Tennis Open,3DS,2012,Sports,Nintendo,0.26,0.3,0.35,0.05,0.97,69,58,6.9,111,E
Mario Tennis Ultra Smash,WiiU,2015,Sports,Nintendo,0.14,0.17,0.14,0.03,0.48,58,58,5.3,133,E
Mario Tennis: Power Tour,GBA,2005,Sports,Nintendo,0.24,0.09,0.19,0.01,0.52,81,21,8,25,E
Mario vs. Donkey Kong,GBA,2004,Puzzle,Nintendo,0.68,0.25,0.21,0.02,1.17,81,43,8,31,E
Mario vs. Donkey Kong 2: March of the Minis,DS,2006,Puzzle,Nintendo,0.73,0.03,0.36,0.07,1.19,76,32,7.9,17,E
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,Nintendo,1.63,0.51,0.35,0.18,2.67,79,51,7.7,18,E
Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011,Fighting,Capcom,0.81,0.28,0.11,0.14,1.34,84,56,7.3,149,T
Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,1.83,0.79,0.03,0.27,2.91,91,74,8.7,1702,M
Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,1.99,0.81,0.03,0.27,3.1,96,98,8.9,3153,M
Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,1.94,0.84,0.03,0.24,3.04,93,74,5.8,3733,M
Max Payne,PS2,2001,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,80,21,8.4,87,M
Max Payne 3,PS3,2012,Shooter,Take-Two Interactive,0.59,0.89,0.06,0.3,1.85,87,31,7.8,792,M
Medal of Honor,PS3,2010,Shooter,Electronic Arts,1.28,1.04,0.07,0.42,2.81,75,56,7.5,285,M
Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts,0.86,1.11,0.01,0.66,2.65,71,24,7.9,47,T
Medal of Honor Heroes 2,PSP,2007,Shooter,Electronic Arts,0.5,0.39,0.02,0.25,1.15,69,20,7.3,30,T
Medal of Honor: Airborne,PS3,2007,Shooter,Electronic Arts,0.25,0.69,0.03,0.25,1.21,75,16,7.6,40,T
Medal of Honor: Frontline,PS2,2002,Shooter,Electronic Arts,2.93,2.75,0.17,0.99,6.83,88,29,8.5,137,T
Medal of Honor: Rising Sun,PS2,2003,Shooter,Electronic Arts,1.98,2.23,0.13,0.8,5.13,68,30,7.6,100,T
Medal of Honor: Warfighter,PS3,2012,Action,Electronic Arts,0.48,0.62,0.06,0.26,1.42,55,22,5.9,250,M
Mega Man Battle Network,GBA,2001,Role-Playing,Capcom,0.14,0.05,0.22,0.01,0.42,79,10,8.9,24,E
Mega Man Legends 2,PS,2000,Adventure,Capcom,0.17,0.12,0.1,0.03,0.42,76,10,8.8,29,E
Mega Man X5,PS,2000,Platform,Capcom,0.3,0.21,0.2,0.05,0.75,76,10,8.9,55,E
Mega Man X6,PS,2001,Action,Capcom,0.14,0.1,0.16,0.03,0.42,65,14,6.8,44,E
Mega Man X7,PS2,2003,Action,Capcom,0.22,0.17,0.14,0.06,0.58,58,30,5.1,38,E
Mega Man Zero,GBA,2002,Platform,Capcom,0.22,0.08,0.24,0.01,0.55,82,17,8.9,31,E
Mega Man Zero 2,GBA,2003,Platform,Capcom,0.18,0.07,0.17,0.01,0.43,81,17,8.6,18,E
Mega Man Zero Collection,DS,2010,Platform,Capcom,0.17,0.01,0.11,0.02,0.31,78,15,8.9,39,E
Mercenaries 2: World in Flames,X360,2008,Shooter,Electronic Arts,0.65,0.3,0.01,0.1,1.06,72,69,7.2,152,T
Metal Gear Rising: Revengeance,PS3,2013,Action,Konami Digital Entertainment,0.46,0.37,0.44,0.16,1.42,80,61,7.9,752,M
Metal Gear Solid,PS,1998,Action,Konami Digital Entertainment,3.18,1.83,0.78,0.24,6.03,94,20,9.4,934,M
Metal Gear Solid 2: Sons of Liberty,PS2,2001,Action,Konami Digital Entertainment,2.45,2.01,0.87,0.72,6.05,96,42,8.7,1035,M
Metal Gear Solid 3: Subsistence,PS2,2005,Action,Konami Digital Entertainment,0.34,0.01,0.15,0.06,0.55,94,53,9.3,442,M
Metal Gear Solid 4: Guns of the Patriots,PS3,2008,Action,Konami Digital Entertainment,2.63,1.71,0.83,0.82,5.99,94,82,8.7,3575,M
Metal Gear Solid V: Ground Zeroes,PS4,2014,Action,Konami Digital Entertainment,0.45,0.47,0.17,0.18,1.27,75,70,6.2,1318,M
Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment,1.1,1.36,0.49,0.48,3.43,93,86,8.2,3987,M
Metal Gear Solid: Peace Walker,PSP,2010,Action,Konami Digital Entertainment,0.46,0.41,0.96,0.24,2.06,89,66,8.9,445,T
Metal Gear Solid: Portable Ops,PSP,2006,Action,Konami Digital Entertainment,0.38,0.35,0.38,0.08,1.19,87,54,8.2,148,M
Metal Gear Solid: Snake Eater 3D,3DS,2012,Action,Konami Digital Entertainment,0.15,0.11,0.1,0.02,0.38,78,46,7.8,167,M
Metal Gear Solid: The Legacy Collection,PS3,2013,Adventure,Konami Digital Entertainment,0.31,0.01,0.03,0.06,0.4,93,4,9,257,M
Metal Gear Solid: The Twin Snakes,GC,2004,Action,Konami Digital Entertainment,0.3,0.08,0.07,0.01,0.47,85,54,9.1,143,M
Meteos,DS,2005,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23,88,49,7.5,164,E
Metro 2033,X360,2010,Shooter,THQ,0.22,0.23,0.03,0.05,0.54,77,83,7.8,354,M
Metroid Fusion,GBA,2002,Action,Nintendo,1.18,0.27,0.17,0.06,1.68,92,44,9.1,200,E
Metroid Prime,GC,2002,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82,97,70,9.3,754,T
Metroid Prime 2: Echoes,GC,2004,Shooter,Nintendo,0.87,0.35,0.07,0.04,1.33,92,60,8.8,281,T
Metroid Prime 3: Corruption,Wii,2007,Shooter,Nintendo,0.89,0.74,0.07,0.09,1.79,90,62,8.9,492,T
Metroid Prime Hunters,DS,2006,Shooter,Nintendo,0.57,0.04,0.11,0.06,0.76,85,54,8,188,T
Metroid: Other M,Wii,2010,Action,Nintendo,0.85,0.28,0.13,0.1,1.35,79,71,6.5,483,T
Michael Jackson: The Experience,Wii,2010,Misc,Ubisoft,2.64,1.33,0.01,0.39,4.36,56,37,8.3,32,E10+
Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment,1.02,1.43,0.05,0.47,2.97,84,85,8.1,1907,M
Midnight Club: Los Angeles,PS3,2008,Racing,Take-Two Interactive,1.56,0.53,0.05,0.31,2.46,82,50,8.2,102,T
Midnight Club: Street Racing,PS2,2000,Racing,Take-Two Interactive,2,0.47,0.02,0.14,2.63,78,18,7.8,21,T
Mirrors Edge,X360,2008,Platform,Electronic Arts,0.51,0.51,0.01,0.13,1.16,79,82,7.5,333,T
Mirrors Edge Catalyst,PS4,2016,Platform,Electronic Arts,0.12,0.17,0.03,0.06,0.37,69,50,4.7,589,T
Mister Mosquito,PS2,2001,Shooter,Eidos Interactive,0.05,0.04,0.17,0.01,0.28,65,23,4.9,11,T
MLB Power Pros 2008,PS2,2008,Sports,Konami Digital Entertainment,0.05,0.04,0.05,0.01,0.15,67,9,8.5,8,E
Mobile Suit Gundam: Encounters in Space,PS2,2003,Simulation,Namco Bandai Games,0.05,0.04,0.61,0.01,0.72,66,10,8.5,37,T
Mobile Suit Gundam: Federation vs. Zeon,PS2,2001,Simulation,Atari,0.12,0.1,0.88,0.03,1.14,73,15,8.8,32,T
Mobile Suit Gundam: Journey to Jaburo,PS2,2000,Simulation,Namco Bandai Games,0.16,0.13,0.36,0.04,0.7,58,16,8.1,49,T
Mobile Suit Gundam: Zeonic Front,PS2,2001,Simulation,Namco Bandai Games,0.09,0.07,0.25,0.02,0.43,71,12,8.8,23,T
ModNation Racers,PS3,2010,Racing,Sony Computer Entertainment,0.5,0.4,0.06,0.16,1.12,82,85,8.4,202,E
Monster Hunter,PS2,2004,Role-Playing,Capcom,0.11,0.08,0.28,0.03,0.5,68,37,8.9,46,T
Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,0.7,0.48,2.62,0.11,3.92,86,80,8.7,348,T
Monster Hunter Freedom,PSP,2005,Role-Playing,Capcom,0.24,0.03,1.03,0.04,1.34,71,34,8.6,78,T
Monster Hunter Freedom 2,PSP,2007,Role-Playing,Capcom,0.37,0.27,1.75,0.18,2.57,72,38,8.7,83,T
Monster Hunter Freedom Unite,PSP,2008,Role-Playing,Capcom,0.47,0.55,4.13,0.34,5.48,81,48,8.7,124,T
Monster Rancher 3,PS2,2001,Simulation,Tecmo Koei,0.11,0.09,0.14,0.03,0.36,77,13,8.5,23,E
Monster Rancher 4,PS2,2003,Simulation,Tecmo Koei,0.08,0.06,0.19,0.02,0.34,77,21,9.1,18,E
Monster Rancher EVO,PS2,2005,Role-Playing,Tecmo Koei,0.02,0.02,0.05,0.01,0.1,58,16,6.8,8,E10+
MotoGP,PS2,2000,Racing,Namco Bandai Games,0.06,0.05,0.14,0.02,0.27,77,16,6,5,E
MotorStorm,PS3,2006,Racing,Sony Computer Entertainment,1.53,1.6,0.06,0.67,3.87,84,9,7.3,224,T
MotorStorm: Pacific Rift,PS3,2008,Racing,Sony Computer Entertainment,0.43,0.65,0.02,0.25,1.35,82,63,8,319,T
Mugen Souls,PS3,2012,Role-Playing,Nippon Ichi Software,0.04,0.02,0.08,0.01,0.15,55,24,7.3,35,T
Mugen Souls Z,PS3,2013,Role-Playing,Nippon Ichi Software,0.02,0.01,0.04,0.01,0.07,57,26,6.4,56,T
Muramasa: The Demon Blade,Wii,2009,Role-Playing,Rising Star Games,0.32,0.12,0.11,0.04,0.6,81,58,8.7,101,T
Murdered: Soul Suspect,PS4,2014,Action,Square Enix,0.09,0.16,0.02,0.05,0.32,59,60,6.9,317,M
MySims,DS,2007,Simulation,Electronic Arts,1.58,1.59,0.08,0.41,3.66,67,15,6.9,14,E
Namco Museum,GBA,2001,Misc,Namco Bandai Games,3,1.11,0.05,0.07,4.24,79,10,7.3,6,E
Namco Museum DS,DS,2007,Misc,Atari,1.13,0.01,0.06,0.09,1.3,67,19,5.9,8,E
Naruto Shippuden: Dragon Blade Chronicles,Wii,2009,Action,505 Games,0.11,0.01,0.05,0.01,0.18,38,14,3,12,E10+
Naruto Shippuden: Kizuna Drive,PSP,2010,Action,Namco Bandai Games,0.04,0.02,0.05,0.01,0.13,57,22,5,6,T
Naruto Shippuden: Ninja Destiny 2,DS,2008,Fighting,Takara Tomy,0.19,0.02,0.13,0.02,0.37,55,12,5.7,11,T
Naruto Shippuden: Ultimate Ninja Heroes 3,PSP,2009,Fighting,Namco Bandai Games,0.13,0.04,0.19,0.03,0.38,61,22,6.4,19,T
Naruto Shippuden: Ultimate Ninja Impact,PSP,2011,Fighting,Namco Bandai Games,0.09,0.07,0.15,0.04,0.34,59,16,7.1,27,T
Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010,Fighting,Namco Bandai Games,0.42,0.46,0.15,0.18,1.21,76,34,8.3,131,T
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013,Fighting,Namco Bandai Games,0.32,0.32,0.15,0.15,0.93,77,32,7.9,189,T
Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2016,Fighting,Namco Bandai Games,0.45,0.49,0.11,0.19,1.23,79,60,8.3,208,T
Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,2012,Fighting,Namco Bandai Games,0.27,0.24,0.14,0.08,0.73,74,23,7.1,83,T
Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014,Fighting,Namco Bandai Games,0.15,0.14,0.09,0.06,0.44,73,26,7.5,102,T
Naruto: Clash of Ninja 2,GC,2003,Fighting,Nintendo,0.44,0.12,0.45,0.03,1.04,74,22,8.9,39,T
Naruto: Powerful Shippuden,3DS,2012,Platform,Namco Bandai Games,0.08,0.02,0.04,0.01,0.15,71,13,5.4,19,E10+
Naruto: Ultimate Ninja Storm,PS3,2008,Fighting,Namco Bandai Games,0.49,0.34,0.09,0.15,1.07,75,32,8.6,95,T
Natural Doctrine,PS4,2014,Role-Playing,Nippon Ichi Software,0.05,0.02,0.02,0.01,0.1,53,31,6,79,M
NBA 2K11,X360,2010,Action,Take-Two Interactive,1.85,0.12,0.01,0.13,2.1,89,50,8.1,100,E
NBA 2K12,X360,2011,Sports,Take-Two Interactive,2.32,0.14,0.01,0.16,2.63,90,42,7.7,134,E
NBA 2K13,X360,2012,Sports,Take-Two Interactive,2.61,0.2,0.01,0.19,3.01,88,41,7.3,132,E
NBA 2K15,PS4,2014,Sports,Take-Two Interactive,1.47,0.54,0.01,0.43,2.46,83,50,6.9,294,E
NBA 2K16,PS4,2015,Sports,Take-Two Interactive,2.51,0.66,0.04,0.69,3.9,87,51,6.7,369,E10+
NBA 2K17,PS4,2016,Sports,Take-Two Interactive,1.57,0.37,0.02,0.43,2.39,88,47,6.6,174,E
NBA 2K2,PS2,2002,Sports,Sega,0.59,0.46,0.01,0.15,1.22,89,19,7.8,16,E
NBA Live 07,PS2,2006,Sports,Electronic Arts,1.07,0.04,0.02,0.17,1.3,63,12,6,39,E
NBA Live 08,PS2,2007,Sports,Electronic Arts,0.59,0.02,0.01,0.1,0.72,68,10,6.6,9,E
NBA Live 10,PS3,2009,Sports,Electronic Arts,0.46,0.02,0.01,0.05,0.54,81,32,7.5,25,E
NBA Live 2003,PS2,2002,Sports,Electronic Arts,1.25,0.15,0.03,0.22,1.66,83,22,8.3,28,E
Need for Speed Carbon,X360,2006,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,77,52,6.3,82,E10+
Need for Speed Rivals,PS4,2013,Racing,Electronic Arts,0.73,0.92,0.03,0.3,1.98,80,53,6.2,675,E10+
Need for Speed Underground,PS2,2003,Racing,Electronic Arts,3.27,2.83,0.08,1.02,7.2,85,33,8.6,172,E
Need for Speed Underground 2,PS2,2004,Racing,Electronic Arts,2.71,3.02,0.08,1.09,6.9,82,39,8.6,132,E
Need for Speed Underground Rivals,PSP,2005,Racing,Electronic Arts,0.69,0.37,0.02,0.24,1.32,74,36,8.5,38,E
Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts,1.05,1.23,0.03,0.47,2.78,89,59,7.2,301,E10+
Need for Speed: Hot Pursuit 2,PS2,2002,Racing,Electronic Arts,1.68,0.31,0.02,0.09,2.11,89,31,8.5,93,E
Need for Speed: Most Wanted,PS2,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,82,36,9.1,138,T
Need for Speed: Most Wanted 5-1-0,PSP,2005,Racing,Electronic Arts,1.77,0.12,0.02,0.17,2.07,72,21,7.8,54,E10+
Need for Speed: Shift,PS3,2009,Racing,Electronic Arts,0.69,1.4,0.04,0.52,2.65,84,55,6.9,114,E
Need for Speed: The Run,PS3,2011,Action,Electronic Arts,0.58,1.04,0.03,0.36,2.01,64,48,6.4,183,T
Need For Speed: Undercover,PS3,2008,Racing,Electronic Arts,0.63,1,0.05,0.38,2.05,59,40,5.9,72,T
NeverDead,PS3,2012,Shooter,Konami Digital Entertainment,0.06,0.04,0.01,0.02,0.12,50,32,4.7,47,M
New Super Luigi U,WiiU,2013,Platform,Nintendo,1.25,0.62,0.18,0.18,2.24,77,59,7.9,288,E
New Super Mario Bros.,DS,2006,Platform,Nintendo,11.28,9.15,6.5,2.88,29.81,89,65,8.5,433,E
New Super Mario Bros. 2,3DS,2012,Platform,Nintendo,3.66,3.27,2.49,0.63,10.05,78,70,7.2,425,E
New Super Mario Bros. U,WiiU,2012,Platform,Nintendo,2.3,1.4,1.28,0.32,5.29,84,70,8.1,734,E
New Super Mario Bros. Wii,Wii,2009,Platform,Nintendo,14.48,6.95,4.7,2.25,28.38,87,80,8.4,595,E
Ni no Kuni: Wrath of the White Witch,PS3,2011,Role-Playing,Namco Bandai Games,0.6,0.47,0.21,0.23,1.51,85,89,8.6,993,E10+
NieR,PS3,2010,Role-Playing,Square Enix,0.17,0.18,0.2,0.07,0.62,68,58,8.4,268,M
NiGHTS: Journey of Dreams,Wii,2007,Platform,Sega,0.32,0.02,0.04,0.03,0.41,69,47,8.5,55,E
Ninja Blade,X360,2009,Action,Microsoft Game Studios,0.14,0.14,0.02,0.03,0.33,68,65,6.8,55,M
Ninja Gaiden,X,2004,Action,Microsoft Game Studios,0.92,0.2,0.07,0.04,1.23,91,89,8.8,152,M
Ninja Gaiden 3,PS3,2012,Action,Tecmo Koei,0.19,0.09,0.11,0.05,0.43,58,43,5,152,M
Ninja Gaiden II,X360,2008,Action,Tecmo Koei,0.65,0.22,0.05,0.1,1.01,81,74,8,304,M
Ninja Gaiden Sigma,PS3,2007,Action,Eidos Interactive,0.57,0.32,0.09,0.16,1.14,88,46,7.5,156,M
Ninja Gaiden Sigma 2,PS3,2009,Action,Ubisoft Annecy,0.52,0.16,0.08,0.1,0.85,83,52,7.7,115,M
Ninja Gaiden: Dragon Sword,DS,2008,Action,Tecmo Koei,0.16,0.01,0.02,0.02,0.21,83,52,7.8,36,T
Nintendo Land,WiiU,2012,Misc,Nintendo,2.52,1.11,0.46,0.33,4.42,77,61,7.9,473,E10+
No Mans Sky,PS4,2016,Action,Hello Games,0.66,0.77,0.03,0.28,1.75,71,94,4.5,5146,T
No More Heroes,Wii,2007,Action,Rising Star Games,0.29,0.17,0.04,0.05,0.55,83,64,8.4,259,M
No More Heroes 2: Desperate Struggle,Wii,2010,Action,Rising Star Games,0.2,0.11,0.04,0.03,0.39,84,68,8.8,184,M
No More Heroes: Heroes Paradise,PS3,2010,Action,Konami Digital Entertainment,0.1,0.04,0.04,0.02,0.19,72,38,7.3,38,M
Odin Sphere,PS2,2007,Role-Playing,Square Enix,0.23,0.18,0.09,0.06,0.56,83,49,8.6,60,T
Odin Sphere: Leifthrasir,PS4,2016,Role-Playing,Nippon Ichi Software,0.09,0.04,0.08,0.03,0.23,87,49,8.2,181,T
Okage: Shadow King,PS2,2001,Role-Playing,Sony Computer Entertainment,0.14,0.11,0.08,0.04,0.36,70,23,8.5,14,T
Okami,PS2,2006,Action,Capcom,0.11,0.03,0.15,0.34,0.63,93,69,9.3,333,T
OkamiDen,DS,2010,Adventure,Capcom,0.21,0.06,0.13,0.02,0.43,82,48,7.9,53,E10+
One Piece: Burning Blood,PS4,2016,Fighting,Namco Bandai Games,0.12,0.17,0.08,0.06,0.42,66,45,7.8,50,T
One Piece: Pirate Warriors,PS3,2012,Action,Namco Bandai Games,0.01,0.23,0.86,0.08,1.18,64,33,6.5,55,T
One Piece: Pirate Warriors 3,PS4,2015,Action,Namco Bandai Games,0.1,0.22,0.11,0.06,0.48,74,34,7.4,118,T
One Piece: Unlimited World Red,3DS,2013,Action,Namco Bandai Games,0.05,0.04,0.28,0.01,0.39,75,5,7.6,26,T
Onechanbara Z2: Chaos,PS4,2014,Action,Nippon Ichi Software,0.14,0.03,0.04,0.04,0.25,57,40,6.5,72,M
Onimusha 2: Samurais Destiny,PS2,2002,Adventure,Capcom,0.62,0.44,1.06,0.13,2.25,84,31,9,52,M
Onimusha 3: Demon Siege,PS2,2004,Action,Capcom,0.37,0.47,0.54,0.07,1.45,85,53,8.6,73,M
Onimusha: Dawn of Dreams,PS2,2006,Action,Capcom,0.15,0.12,0.34,0.04,0.64,81,45,8.9,63,M
Onimusha: Warlords,PS2,2001,Action,Virgin Interactive,0.99,0.48,1.09,0.14,2.7,86,23,8.2,56,M
Operation Flashpoint: Dragon Rising,X360,2009,Shooter,Codemasters,0.36,0.45,0.02,0.1,0.93,77,47,7.8,112,M
Operation Flashpoint: Red River,PS3,2011,Shooter,Codemasters,0.06,0.14,0.07,0.05,0.32,67,36,6.3,18,M
Overlord,X360,2007,Strategy,Codemasters,0.34,0.03,0.01,0.03,0.4,76,47,8.3,70,T
Overwatch,PS4,2016,Shooter,Activision,0.99,1.03,0.16,0.4,2.57,90,31,6.1,1408,T
Pac-Man Collection,GBA,2001,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94,79,13,7.8,4,E
Pac-Man Party,Wii,2010,Misc,Namco Bandai Games,0.47,0.08,0.01,0.04,0.61,59,14,5.9,8,E10+
Pandoras Tower,Wii,2011,Role-Playing,Nintendo,0.11,0.1,0.08,0.02,0.31,73,48,8,99,T
Panzer Dragoon Orta,X,2002,Shooter,Sega,0.16,0.05,0.04,0.01,0.26,90,41,8.6,65,T
Paper Mario: Color Splash,WiiU,2016,Role-Playing,Nintendo,0.29,0.23,0.06,0.05,0.64,76,73,6.9,226,E
Paper Mario: Sticker Star,3DS,2012,Role-Playing,Nintendo,1.12,0.43,0.64,0.14,2.33,75,69,5.6,385,E
Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,Nintendo,1.48,0.25,0.46,0.06,2.25,87,55,9.4,311,E
PaRappa The Rapper,PS,1996,Misc,Sony Computer Entertainment,0.26,0.16,1.46,0.03,1.92,92,15,7.4,48,K-A
Parasite Eve,PS,1998,Role-Playing,SquareSoft,0.94,0.07,1.05,0.04,2.1,81,17,8.9,89,M
Patapon,PSP,2007,Misc,Sony Computer Entertainment,0.33,0.25,0.07,0.16,0.81,86,60,8.7,102,E
Patapon 3,PSP,2011,Misc,Sony Computer Entertainment,0.05,0.03,0.17,0.02,0.28,74,41,7.2,35,E
Perfect Dark Zero,X360,2005,Shooter,Microsoft Game Studios,0.66,0.02,0.03,0.06,0.77,81,75,7.3,229,M
Persona 2: Eternal Punishment,PS,2000,Role-Playing,Atlus,0.03,0.02,0.28,0.02,0.35,83,11,8.4,25,T
Persona 4: Arena,PS3,2012,Fighting,Atlus,0.31,0.11,0.24,0.08,0.73,86,47,7.7,180,T
Persona 4: Dancing All Night,PSV,2015,Misc,Nippon Ichi Software,0.1,0.04,0.15,0.05,0.34,76,51,8.6,84,T
Persona 4: Golden,PSV,2012,Role-Playing,Atlus,0.37,0.24,0.38,0.16,1.14,93,61,9.2,1240,M
Persona Q: Shadow of the Labyrinth,3DS,2014,Role-Playing,Nippon Ichi Software,0.34,0.07,0.27,0.05,0.73,83,56,8.1,169,M
Personal Trainer: Cooking,DS,2006,Misc,Nintendo,0.91,1,1.03,0.17,3.12,81,12,7.8,10,E
Phantasy Star Portable,PSP,2008,Role-Playing,Sega,0.2,0.06,0.63,0.05,0.94,64,38,7.8,19,T
Phantasy Star Portable 2,PSP,2009,Role-Playing,Sega,0.08,0.11,0.62,0.06,0.87,69,27,8.1,35,T
Phoenix Wright: Ace Attorney,DS,2005,Adventure,Capcom,0.44,0.05,0.39,0.05,0.92,81,53,9.2,203,T
